"Tanggal","Hari","Nama Produk","Stok","Terjual"
"20/11/2025","Kamis","JUMBO BAKAR","106","54"
"20/11/2025","Kamis","JUMBO FREE MAN","112","60"
"20/11/2025","Kamis","JUMBO YELLOW","62","24"
"20/11/2025","Kamis","RAKSASA ORI","60","42"
"20/11/2025","Kamis","RAKSASA BAKAR","50","27"
"20/11/2025","Kamis","RAKSASA RAWIT","68","29"
"20/11/2025","Kamis","RAKSASA PINK","31","10"
"20/11/2025","Kamis","RAKSASA FREE MAN","113","9"
"20/11/2025","Kamis","RAKSASA YELLOW","30","11"
"20/11/2025","Kamis","SUPER JUMBO ORI","93","48"
"20/11/2025","Kamis","SUPER JUMBO BAKAR","111","55"
"20/11/2025","Kamis","SUPER JUMBO RAWIT","73","29"
"20/11/2025","Kamis","SUPER JUMBO PINK","79","43"
"20/11/2025","Kamis","SUPER JUMBO FREE MAN","61","21"
"20/11/2025","Kamis","SUPER JUMBO YELLOW","67","31"
"20/11/2025","Kamis","GHOSTING","73","51"
"20/11/2025","Kamis","GHOSTING FIRE SMALL","97","21"
"20/11/2025","Kamis","GHOSTING FIRE BIG","92","10"
"20/11/2025","Kamis","GHOSTING GREEN","91","43"
"20/11/2025","Kamis","MOZARELLA","111","41"
"20/11/2025","Kamis","JAHAT ORI","40","27"
"20/11/2025","Kamis","JAHAT BAKAR","61","18"
"20/11/2025","Kamis","SMALL SADIS","93","39"
"20/11/2025","Kamis","MEDIUM SADIS","48","21"
"20/11/2025","Kamis","JUMBO SADIS","100","40"
"20/11/2025","Kamis","SUPER JUMBO SADIS","105","48"
"20/11/2025","Kamis","RAKSASA SADIS","39","24"
"20/11/2025","Kamis","MEGA SADIS","98","29"
"20/11/2025","Kamis","MEGA ORI","92","52"
"20/11/2025","Kamis","Dage SACU varian","60","21"
"20/11/2025","Kamis","Dage SACU Ori","64","20"
"20/11/2025","Kamis","Mendoan SACU Ori","73","47"
"20/11/2025","Kamis","Mendoan SACU Varian","93","64"
"20/11/2025","Kamis","Mendoan Sacu Bakar","112","75"
"20/11/2025","Kamis","FREE MAN BIG","77","0"
"20/11/2025","Kamis","SACU JUMBO","118","73"
"20/11/2025","Kamis","SACU JUMBO SADIS","92","61"
"21/11/2025","Jumat","GETUK ORI 1 KG","101","101"
"21/11/2025","Jumat","GETUK ORIGINAL 1/2KG","108","56"
"21/11/2025","Jumat","GETUK ORIGINAL 1/4KG","60","23"
"21/11/2025","Jumat","GETUK RASA/MIX 1 KG","36","24"
"21/11/2025","Jumat","GETUK RASA/MIX 1/2KG","63","38"
"21/11/2025","Jumat","GETUK RASA/MIX 1/4KG","106","49"
"21/11/2025","Jumat","GETUK RASA DURIAN 1KG","69","25"
"21/11/2025","Jumat","GETUK RASA DURIAN 1/2KG","88","34"
"21/11/2025","Jumat","GETUK RASA DURIAN 1/4KG","94","7"
"21/11/2025","Jumat","GETUK BASAH 1/2KG","63","25"
"21/11/2025","Jumat","GETUK BASAH 1/4KG","34","6"
"21/11/2025","Jumat","SMALL ORI","94","58"
"21/11/2025","Jumat","SMALL RAWIT","88","48"
"21/11/2025","Jumat","SMALL PINK","79","31"
"21/11/2025","Jumat","SMALL FREE MAN","59","8"
"21/11/2025","Jumat","SMALL YELLOW","51","21"
"21/11/2025","Jumat","MEDIUM ORI","41","31"
"21/11/2025","Jumat","MEDIUM BAKAR","73","50"
"21/11/2025","Jumat","MEDIUM RAWIT","114","49"
"21/11/2025","Jumat","MEDIUM PINK","88","49"
"21/11/2025","Jumat","MEDIUM FREE MAN","38","15"
"21/11/2025","Jumat","MEDIUM YELLOW","60","31"
"21/11/2025","Jumat","JUMBO ORI","113","91"
"21/11/2025","Jumat","JUMBO RAWIT","100","59"
"21/11/2025","Jumat","JUMBO PINK","60","29"
"21/11/2025","Jumat","JUMBO BAKAR","111","77"
"21/11/2025","Jumat","JUMBO FREE MAN","119","67"
"21/11/2025","Jumat","JUMBO YELLOW","36","10"
"21/11/2025","Jumat","RAKSASA ORI","85","54"
"21/11/2025","Jumat","RAKSASA BAKAR","81","50"
"21/11/2025","Jumat","RAKSASA RAWIT","102","70"
"21/11/2025","Jumat","RAKSASA PINK","115","79"
"21/11/2025","Jumat","RAKSASA FREE MAN","117","26"
"21/11/2025","Jumat","RAKSASA YELLOW","58","21"
"21/11/2025","Jumat","SUPER JUMBO ORI","30","18"
"21/11/2025","Jumat","SUPER JUMBO BAKAR","59","20"
"21/11/2025","Jumat","SUPER JUMBO RAWIT","63","44"
"21/11/2025","Jumat","SUPER JUMBO PINK","64","44"
"21/11/2025","Jumat","SUPER JUMBO FREE MAN","84","43"
"21/11/2025","Jumat","SUPER JUMBO YELLOW","43","18"
"21/11/2025","Jumat","GHOSTING","61","42"
"21/11/2025","Jumat","GHOSTING FIRE SMALL","120","16"
"21/11/2025","Jumat","GHOSTING FIRE BIG","30","10"
"21/11/2025","Jumat","GHOSTING GREEN","65","23"
"21/11/2025","Jumat","MOZARELLA","39","4"
"21/11/2025","Jumat","JAHAT ORI","56","28"
"21/11/2025","Jumat","JAHAT BAKAR","108","57"
"21/11/2025","Jumat","SMALL SADIS","71","48"
"21/11/2025","Jumat","MEDIUM SADIS","38","15"
"21/11/2025","Jumat","JUMBO SADIS","60","22"
"21/11/2025","Jumat","SUPER JUMBO SADIS","66","41"
"21/11/2025","Jumat","RAKSASA SADIS","54","29"
"21/11/2025","Jumat","MEGA SADIS","98","58"
"21/11/2025","Jumat","MEGA ORI","73","26"
"21/11/2025","Jumat","Dage SACU varian","67","26"
"21/11/2025","Jumat","Dage SACU Ori","75","22"
"21/11/2025","Jumat","Mendoan SACU Ori","104","96"
"21/11/2025","Jumat","Mendoan SACU Varian","62","24"
"21/11/2025","Jumat","Mendoan Sacu Bakar","110","56"
"21/11/2025","Jumat","FREE MAN BIG","43","4"
"21/11/2025","Jumat","SACU JUMBO","71","31"
"21/11/2025","Jumat","SACU JUMBO SADIS","89","28"
"22/11/2025","Sabtu","GETUK ORI 1 KG","89","80"
"22/11/2025","Sabtu","GETUK ORIGINAL 1/2KG","104","32"
"22/11/2025","Sabtu","GETUK ORIGINAL 1/4KG","106","46"
"22/11/2025","Sabtu","GETUK RASA/MIX 1 KG","50","45"
"22/11/2025","Sabtu","GETUK RASA/MIX 1/2KG","42","29"
"22/11/2025","Sabtu","GETUK RASA/MIX 1/4KG","37","22"
"22/11/2025","Sabtu","GETUK RASA DURIAN 1KG","64","34"
"22/11/2025","Sabtu","GETUK RASA DURIAN 1/2KG","91","86"
"22/11/2025","Sabtu","GETUK RASA DURIAN 1/4KG","46","40"
"22/11/2025","Sabtu","GETUK BASAH 1/2KG","104","45"
"22/11/2025","Sabtu","GETUK BASAH 1/4KG","54","16"
"22/11/2025","Sabtu","SMALL ORI","86","80"
"22/11/2025","Sabtu","SMALL RAWIT","97","64"
"22/11/2025","Sabtu","SMALL PINK","90","31"
"22/11/2025","Sabtu","SMALL FREE MAN","55","5"
"22/11/2025","Sabtu","SMALL YELLOW","41","27"
"22/11/2025","Sabtu","MEDIUM ORI","34","23"
"22/11/2025","Sabtu","MEDIUM BAKAR","50","17"
"22/11/2025","Sabtu","MEDIUM RAWIT","113","46"
"22/11/2025","Sabtu","MEDIUM PINK","56","25"
"22/11/2025","Sabtu","MEDIUM FREE MAN","115","76"
"22/11/2025","Sabtu","MEDIUM YELLOW","43","22"
"22/11/2025","Sabtu","JUMBO ORI","81","68"
"22/11/2025","Sabtu","JUMBO RAWIT","37","23"
"22/11/2025","Sabtu","JUMBO PINK","67","34"
"22/11/2025","Sabtu","JUMBO BAKAR","39","23"
"22/11/2025","Sabtu","JUMBO FREE MAN","88","41"
"22/11/2025","Sabtu","JUMBO YELLOW","113","79"
"22/11/2025","Sabtu","RAKSASA ORI","72","25"
"22/11/2025","Sabtu","RAKSASA BAKAR","108","61"
"22/11/2025","Sabtu","RAKSASA RAWIT","113","77"
"22/11/2025","Sabtu","RAKSASA PINK","83","44"
"22/11/2025","Sabtu","RAKSASA FREE MAN","57","15"
"22/11/2025","Sabtu","RAKSASA YELLOW","60","27"
"22/11/2025","Sabtu","SUPER JUMBO ORI","92","38"
"22/11/2025","Sabtu","SUPER JUMBO BAKAR","50","29"
"22/11/2025","Sabtu","SUPER JUMBO RAWIT","39","18"
"22/11/2025","Sabtu","SUPER JUMBO PINK","83","57"
"22/11/2025","Sabtu","SUPER JUMBO FREE MAN","71","29"
"22/11/2025","Sabtu","SUPER JUMBO YELLOW","38","12"
"22/11/2025","Sabtu","GHOSTING","55","27"
"22/11/2025","Sabtu","GHOSTING FIRE SMALL","100","51"
"22/11/2025","Sabtu","GHOSTING FIRE BIG","89","84"
"22/11/2025","Sabtu","GHOSTING GREEN","109","52"
"22/11/2025","Sabtu","MOZARELLA","93","63"
"22/11/2025","Sabtu","JAHAT ORI","108","55"
"22/11/2025","Sabtu","JAHAT BAKAR","106","72"
"22/11/2025","Sabtu","SMALL SADIS","54","30"
"22/11/2025","Sabtu","MEDIUM SADIS","38","21"
"22/11/2025","Sabtu","JUMBO SADIS","81","41"
"22/11/2025","Sabtu","SUPER JUMBO SADIS","32","11"
"22/11/2025","Sabtu","RAKSASA SADIS","35","11"
"22/11/2025","Sabtu","MEGA SADIS","107","32"
"22/11/2025","Sabtu","MEGA ORI","37","16"
"22/11/2025","Sabtu","Dage SACU varian","67","40"
"22/11/2025","Sabtu","Dage SACU Ori","56","33"
"22/11/2025","Sabtu","Mendoan SACU Ori","34","25"
"22/11/2025","Sabtu","Mendoan SACU Varian","98","66"
"22/11/2025","Sabtu","Mendoan Sacu Bakar","37","16"
"22/11/2025","Sabtu","FREE MAN BIG","52","11"
"22/11/2025","Sabtu","SACU JUMBO","101","37"
"22/11/2025","Sabtu","SACU JUMBO SADIS","105","42"
"23/11/2025","Minggu","GETUK ORI 1 KG","66","65"
"23/11/2025","Minggu","GETUK ORIGINAL 1/2KG","93","39"
"23/11/2025","Minggu","GETUK ORIGINAL 1/4KG","114","54"
"23/11/2025","Minggu","GETUK RASA/MIX 1 KG","42","27"
"23/11/2025","Minggu","GETUK RASA/MIX 1/2KG","53","33"
"23/11/2025","Minggu","GETUK RASA/MIX 1/4KG","95","54"
"23/11/2025","Minggu","GETUK RASA DURIAN 1KG","50","50"
"23/11/2025","Minggu","GETUK RASA DURIAN 1/2KG","101","74"
"23/11/2025","Minggu","GETUK RASA DURIAN 1/4KG","74","58"
"23/11/2025","Minggu","GETUK BASAH 1/2KG","52","15"
"23/11/2025","Minggu","GETUK BASAH 1/4KG","102","4"
"23/11/2025","Minggu","SMALL ORI","56","39"
"23/11/2025","Minggu","SMALL RAWIT","108","41"
"23/11/2025","Minggu","SMALL PINK","45","13"
"23/11/2025","Minggu","SMALL FREE MAN","38","0"
"23/11/2025","Minggu","SMALL YELLOW","120","78"
"23/11/2025","Minggu","MEDIUM ORI","72","48"
"23/11/2025","Minggu","MEDIUM BAKAR","45","19"
"23/11/2025","Minggu","MEDIUM RAWIT","94","30"
"23/11/2025","Minggu","MEDIUM PINK","30","9"
"23/11/2025","Minggu","MEDIUM FREE MAN","67","36"
"23/11/2025","Minggu","MEDIUM YELLOW","85","30"
"23/11/2025","Minggu","JUMBO ORI","63","59"
"23/11/2025","Minggu","JUMBO RAWIT","77","46"
"23/11/2025","Minggu","JUMBO PINK","105","48"
"23/11/2025","Minggu","JUMBO BAKAR","95","30"
"23/11/2025","Minggu","JUMBO FREE MAN","108","43"
"23/11/2025","Minggu","JUMBO YELLOW","109","75"
"23/11/2025","Minggu","RAKSASA ORI","53","24"
"23/11/2025","Minggu","RAKSASA BAKAR","82","52"
"23/11/2025","Minggu","RAKSASA RAWIT","31","10"
"23/11/2025","Minggu","RAKSASA PINK","108","43"
"23/11/2025","Minggu","RAKSASA FREE MAN","43","12"
"23/11/2025","Minggu","RAKSASA YELLOW","66","43"
"23/11/2025","Minggu","SUPER JUMBO ORI","101","63"
"23/11/2025","Minggu","SUPER JUMBO BAKAR","37","15"
"23/11/2025","Minggu","SUPER JUMBO RAWIT","43","25"
"23/11/2025","Minggu","SUPER JUMBO PINK","90","55"
"23/11/2025","Minggu","SUPER JUMBO FREE MAN","59","21"
"23/11/2025","Minggu","SUPER JUMBO YELLOW","83","25"
"23/11/2025","Minggu","GHOSTING","87","45"
"23/11/2025","Minggu","GHOSTING FIRE SMALL","80","60"
"23/11/2025","Minggu","GHOSTING FIRE BIG","79","63"
"23/11/2025","Minggu","GHOSTING GREEN","63","28"
"23/11/2025","Minggu","MOZARELLA","112","80"
"23/11/2025","Minggu","JAHAT ORI","66","35"
"23/11/2025","Minggu","JAHAT BAKAR","63","31"
"23/11/2025","Minggu","SMALL SADIS","42","24"
"23/11/2025","Minggu","MEDIUM SADIS","34","15"
"23/11/2025","Minggu","JUMBO SADIS","90","34"
"23/11/2025","Minggu","SUPER JUMBO SADIS","51","20"
"23/11/2025","Minggu","RAKSASA SADIS","35","19"
"23/11/2025","Minggu","MEGA SADIS","119","56"
"23/11/2025","Minggu","MEGA ORI","77","33"
"23/11/2025","Minggu","Dage SACU varian","62","27"
"23/11/2025","Minggu","Dage SACU Ori","70","27"
"23/11/2025","Minggu","Mendoan SACU Ori","45","39"
"23/11/2025","Minggu","Mendoan SACU Varian","100","52"
"23/11/2025","Minggu","Mendoan Sacu Bakar","68","29"
"23/11/2025","Minggu","FREE MAN BIG","108","15"
"23/11/2025","Minggu","SACU JUMBO","110","36"
"23/11/2025","Minggu","SACU JUMBO SADIS","108","66"
"24/11/2025","Senin","GETUK ORI 1 KG","47","34"
"24/11/2025","Senin","GETUK ORIGINAL 1/2KG","112","73"
"24/11/2025","Senin","GETUK ORIGINAL 1/4KG","68","44"
"24/11/2025","Senin","GETUK RASA/MIX 1 KG","115","92"
"24/11/2025","Senin","GETUK RASA/MIX 1/2KG","79","38"
"24/11/2025","Senin","GETUK RASA/MIX 1/4KG","37","20"
"24/11/2025","Senin","GETUK RASA DURIAN 1KG","88","21"
"24/11/2025","Senin","GETUK RASA DURIAN 1/2KG","97","29"
"24/11/2025","Senin","GETUK RASA DURIAN 1/4KG","88","2"
"24/11/2025","Senin","GETUK BASAH 1/2KG","105","62"
"24/11/2025","Senin","GETUK BASAH 1/4KG","40","1"
"24/11/2025","Senin","SMALL ORI","57","44"
"24/11/2025","Senin","SMALL RAWIT","111","47"
"24/11/2025","Senin","SMALL PINK","48","17"
"24/11/2025","Senin","SMALL FREE MAN","55","9"
"24/11/2025","Senin","SMALL YELLOW","36","23"
"24/11/2025","Senin","MEDIUM ORI","105","85"
"24/11/2025","Senin","MEDIUM BAKAR","112","37"
"24/11/2025","Senin","MEDIUM RAWIT","91","33"
"24/11/2025","Senin","MEDIUM PINK","98","54"
"24/11/2025","Senin","MEDIUM FREE MAN","62","42"
"24/11/2025","Senin","MEDIUM YELLOW","51","22"
"24/11/2025","Senin","JUMBO ORI","59","52"
"24/11/2025","Senin","JUMBO RAWIT","47","17"
"24/11/2025","Senin","JUMBO PINK","76","39"
"24/11/2025","Senin","JUMBO BAKAR","45","31"
"24/11/2025","Senin","JUMBO FREE MAN","74","26"
"24/11/2025","Senin","JUMBO YELLOW","92","60"
"24/11/2025","Senin","RAKSASA ORI","85","44"
"24/11/2025","Senin","RAKSASA BAKAR","36","21"
"24/11/2025","Senin","RAKSASA RAWIT","46","26"
"24/11/2025","Senin","RAKSASA PINK","49","14"
"24/11/2025","Senin","RAKSASA FREE MAN","58","2"
"24/11/2025","Senin","RAKSASA YELLOW","91","37"
"24/11/2025","Senin","SUPER JUMBO ORI","105","65"
"24/11/2025","Senin","SUPER JUMBO BAKAR","92","47"
"24/11/2025","Senin","SUPER JUMBO RAWIT","110","42"
"24/11/2025","Senin","SUPER JUMBO PINK","42","23"
"24/11/2025","Senin","SUPER JUMBO FREE MAN","97","34"
"24/11/2025","Senin","SUPER JUMBO YELLOW","113","62"
"24/11/2025","Senin","GHOSTING","37","16"
"24/11/2025","Senin","GHOSTING FIRE SMALL","40","3"
"24/11/2025","Senin","GHOSTING FIRE BIG","73","25"
"24/11/2025","Senin","GHOSTING GREEN","41","16"
"24/11/2025","Senin","MOZARELLA","110","17"
"24/11/2025","Senin","JAHAT ORI","51","33"
"24/11/2025","Senin","JAHAT BAKAR","73","49"
"24/11/2025","Senin","SMALL SADIS","41","21"
"24/11/2025","Senin","MEDIUM SADIS","89","36"
"24/11/2025","Senin","JUMBO SADIS","105","42"
"24/11/2025","Senin","SUPER JUMBO SADIS","68","36"
"24/11/2025","Senin","RAKSASA SADIS","52","27"
"24/11/2025","Senin","MEGA SADIS","100","41"
"24/11/2025","Senin","MEGA ORI","35","18"
"24/11/2025","Senin","Dage SACU varian","48","19"
"24/11/2025","Senin","Dage SACU Ori","69","26"
"24/11/2025","Senin","Mendoan SACU Ori","32","29"
"24/11/2025","Senin","Mendoan SACU Varian","113","33"
"24/11/2025","Senin","Mendoan Sacu Bakar","97","65"
"24/11/2025","Senin","FREE MAN BIG","106","7"
"24/11/2025","Senin","SACU JUMBO","115","74"
"24/11/2025","Senin","SACU JUMBO SADIS","82","25"
"25/11/2025","Selasa","GETUK ORI 1 KG","51","32"
"25/11/2025","Selasa","GETUK ORIGINAL 1/2KG","80","30"
"25/11/2025","Selasa","GETUK ORIGINAL 1/4KG","32","21"
"25/11/2025","Selasa","GETUK RASA/MIX 1 KG","87","87"
"25/11/2025","Selasa","GETUK RASA/MIX 1/2KG","99","53"
"25/11/2025","Selasa","GETUK RASA/MIX 1/4KG","102","69"
"25/11/2025","Selasa","GETUK RASA DURIAN 1KG","99","1"
"25/11/2025","Selasa","GETUK RASA DURIAN 1/2KG","106","8"
"25/11/2025","Selasa","GETUK RASA DURIAN 1/4KG","120","33"
"25/11/2025","Selasa","GETUK BASAH 1/2KG","56","16"
"25/11/2025","Selasa","GETUK BASAH 1/4KG","80","14"
"25/11/2025","Selasa","SMALL ORI","100","89"
"25/11/2025","Selasa","SMALL RAWIT","42","17"
"25/11/2025","Selasa","SMALL PINK","52","32"
"25/11/2025","Selasa","SMALL FREE MAN","98","2"
"25/11/2025","Selasa","SMALL YELLOW","69","43"
"25/11/2025","Selasa","MEDIUM ORI","101","98"
"25/11/2025","Selasa","MEDIUM BAKAR","32","20"
"25/11/2025","Selasa","MEDIUM RAWIT","70","42"
"25/11/2025","Selasa","MEDIUM PINK","41","16"
"25/11/2025","Selasa","MEDIUM FREE MAN","118","35"
"25/11/2025","Selasa","MEDIUM YELLOW","115","78"
"25/11/2025","Selasa","JUMBO ORI","80","52"
"25/11/2025","Selasa","JUMBO RAWIT","91","46"
"25/11/2025","Selasa","JUMBO PINK","46","24"
"25/11/2025","Selasa","JUMBO BAKAR","37","16"
"25/11/2025","Selasa","JUMBO FREE MAN","119","47"
"25/11/2025","Selasa","JUMBO YELLOW","38","23"
"25/11/2025","Selasa","RAKSASA ORI","106","41"
"25/11/2025","Selasa","RAKSASA BAKAR","119","59"
"25/11/2025","Selasa","RAKSASA RAWIT","116","44"
"25/11/2025","Selasa","RAKSASA PINK","84","42"
"25/11/2025","Selasa","RAKSASA FREE MAN","105","28"
"25/11/2025","Selasa","RAKSASA YELLOW","39","21"
"25/11/2025","Selasa","SUPER JUMBO ORI","53","32"
"25/11/2025","Selasa","SUPER JUMBO BAKAR","54","30"
"25/11/2025","Selasa","SUPER JUMBO RAWIT","105","72"
"25/11/2025","Selasa","SUPER JUMBO PINK","100","67"
"25/11/2025","Selasa","SUPER JUMBO FREE MAN","77","24"
"25/11/2025","Selasa","SUPER JUMBO YELLOW","64","21"
"25/11/2025","Selasa","GHOSTING","77","27"
"25/11/2025","Selasa","GHOSTING FIRE SMALL","64","3"
"25/11/2025","Selasa","GHOSTING FIRE BIG","106","25"
"25/11/2025","Selasa","GHOSTING GREEN","111","55"
"25/11/2025","Selasa","MOZARELLA","35","1"
"25/11/2025","Selasa","JAHAT ORI","57","27"
"25/11/2025","Selasa","JAHAT BAKAR","113","65"
"25/11/2025","Selasa","SMALL SADIS","108","46"
"25/11/2025","Selasa","MEDIUM SADIS","61","18"
"25/11/2025","Selasa","JUMBO SADIS","69","27"
"25/11/2025","Selasa","SUPER JUMBO SADIS","110","45"
"25/11/2025","Selasa","RAKSASA SADIS","40","27"
"25/11/2025","Selasa","MEGA SADIS","95","40"
"25/11/2025","Selasa","MEGA ORI","48","21"
"25/11/2025","Selasa","Dage SACU varian","37","24"
"25/11/2025","Selasa","Dage SACU Ori","60","21"
"25/11/2025","Selasa","Mendoan SACU Ori","118","78"
"25/11/2025","Selasa","Mendoan SACU Varian","97","31"
"25/11/2025","Selasa","Mendoan Sacu Bakar","78","51"
"25/11/2025","Selasa","FREE MAN BIG","96","26"
"25/11/2025","Selasa","SACU JUMBO","44","24"
"25/11/2025","Selasa","SACU JUMBO SADIS","84","49"
"26/11/2025","Rabu","GETUK ORI 1 KG","81","63"
"26/11/2025","Rabu","GETUK ORIGINAL 1/2KG","83","35"
"26/11/2025","Rabu","GETUK ORIGINAL 1/4KG","62","37"
"26/11/2025","Rabu","GETUK RASA/MIX 1 KG","75","48"
"26/11/2025","Rabu","GETUK RASA/MIX 1/2KG","65","43"
"26/11/2025","Rabu","GETUK RASA/MIX 1/4KG","68","36"
"26/11/2025","Rabu","GETUK RASA DURIAN 1KG","60","13"
"26/11/2025","Rabu","GETUK RASA DURIAN 1/2KG","43","13"
"26/11/2025","Rabu","GETUK RASA DURIAN 1/4KG","55","3"
"26/11/2025","Rabu","GETUK BASAH 1/2KG","71","49"
"26/11/2025","Rabu","GETUK BASAH 1/4KG","111","27"
"26/11/2025","Rabu","SMALL ORI","74","53"
"26/11/2025","Rabu","SMALL RAWIT","98","64"
"26/11/2025","Rabu","SMALL PINK","61","21"
"26/11/2025","Rabu","SMALL FREE MAN","86","8"
"26/11/2025","Rabu","SMALL YELLOW","107","50"
"26/11/2025","Rabu","MEDIUM ORI","87","80"
"26/11/2025","Rabu","MEDIUM BAKAR","119","75"
"26/11/2025","Rabu","MEDIUM RAWIT","31","12"
"26/11/2025","Rabu","MEDIUM PINK","73","23"
"26/11/2025","Rabu","MEDIUM FREE MAN","58","39"
"26/11/2025","Rabu","MEDIUM YELLOW","32","12"
"26/11/2025","Rabu","JUMBO ORI","102","94"
"26/11/2025","Rabu","JUMBO RAWIT","75","43"
"26/11/2025","Rabu","JUMBO PINK","63","34"
"26/11/2025","Rabu","JUMBO BAKAR","31","11"
"26/11/2025","Rabu","JUMBO FREE MAN","118","54"
"26/11/2025","Rabu","JUMBO YELLOW","99","32"
"26/11/2025","Rabu","RAKSASA ORI","98","34"
"26/11/2025","Rabu","RAKSASA BAKAR","58","20"
"26/11/2025","Rabu","RAKSASA RAWIT","116","68"
"26/11/2025","Rabu","RAKSASA PINK","63","43"
"26/11/2025","Rabu","RAKSASA FREE MAN","36","0"
"26/11/2025","Rabu","RAKSASA YELLOW","73","24"
"26/11/2025","Rabu","SUPER JUMBO ORI","59","22"
"26/11/2025","Rabu","SUPER JUMBO BAKAR","73","40"
"26/11/2025","Rabu","SUPER JUMBO RAWIT","113","63"
"26/11/2025","Rabu","SUPER JUMBO PINK","51","25"
"26/11/2025","Rabu","SUPER JUMBO FREE MAN","49","27"
"26/11/2025","Rabu","SUPER JUMBO YELLOW","81","37"
"26/11/2025","Rabu","GHOSTING","102","64"
"26/11/2025","Rabu","GHOSTING FIRE SMALL","40","10"
"26/11/2025","Rabu","GHOSTING FIRE BIG","88","25"
"26/11/2025","Rabu","GHOSTING GREEN","74","30"
"26/11/2025","Rabu","MOZARELLA","47","18"
"26/11/2025","Rabu","JAHAT ORI","119","54"
"26/11/2025","Rabu","JAHAT BAKAR","57","21"
"26/11/2025","Rabu","SMALL SADIS","30","19"
"26/11/2025","Rabu","MEDIUM SADIS","120","71"
"26/11/2025","Rabu","JUMBO SADIS","118","69"
"26/11/2025","Rabu","SUPER JUMBO SADIS","94","29"
"26/11/2025","Rabu","RAKSASA SADIS","116","49"
"26/11/2025","Rabu","MEGA SADIS","92","39"
"26/11/2025","Rabu","MEGA ORI","80","33"
"26/11/2025","Rabu","Dage SACU varian","71","28"
"26/11/2025","Rabu","Dage SACU Ori","97","40"
"26/11/2025","Rabu","Mendoan SACU Ori","119","93"
"26/11/2025","Rabu","Mendoan SACU Varian","66","23"
"26/11/2025","Rabu","Mendoan Sacu Bakar","118","35"
"26/11/2025","Rabu","FREE MAN BIG","43","6"
"26/11/2025","Rabu","SACU JUMBO","116","73"
"26/11/2025","Rabu","SACU JUMBO SADIS","69","28"
"27/11/2025","Kamis","GETUK ORI 1 KG","113","87"
"27/11/2025","Kamis","GETUK ORIGINAL 1/2KG","65","31"
"27/11/2025","Kamis","GETUK ORIGINAL 1/4KG","37","17"
"27/11/2025","Kamis","GETUK RASA/MIX 1 KG","68","64"
"27/11/2025","Kamis","GETUK RASA/MIX 1/2KG","39","12"
"27/11/2025","Kamis","GETUK RASA/MIX 1/4KG","74","47"
"27/11/2025","Kamis","GETUK RASA DURIAN 1KG","51","2"
"27/11/2025","Kamis","GETUK RASA DURIAN 1/2KG","91","27"
"27/11/2025","Kamis","GETUK RASA DURIAN 1/4KG","100","27"
"27/11/2025","Kamis","GETUK BASAH 1/2KG","113","48"
"27/11/2025","Kamis","GETUK BASAH 1/4KG","61","14"
"27/11/2025","Kamis","SMALL ORI","86","68"
"27/11/2025","Kamis","SMALL RAWIT","70","41"
"27/11/2025","Kamis","SMALL PINK","74","38"
"27/11/2025","Kamis","SMALL FREE MAN","91","15"
"27/11/2025","Kamis","SMALL YELLOW","101","64"
"27/11/2025","Kamis","MEDIUM ORI","42","28"
"27/11/2025","Kamis","MEDIUM BAKAR","39","11"
"27/11/2025","Kamis","MEDIUM RAWIT","53","29"
"27/11/2025","Kamis","MEDIUM PINK","39","21"
"27/11/2025","Kamis","MEDIUM FREE MAN","50","31"
"27/11/2025","Kamis","MEDIUM YELLOW","97","29"
"27/11/2025","Kamis","JUMBO ORI","88","62"
"27/11/2025","Kamis","JUMBO RAWIT","40","22"
"27/11/2025","Kamis","JUMBO PINK","74","31"
"27/11/2025","Kamis","JUMBO BAKAR","113","51"
"27/11/2025","Kamis","JUMBO FREE MAN","111","37"
"27/11/2025","Kamis","JUMBO YELLOW","98","33"
"27/11/2025","Kamis","RAKSASA ORI","99","50"
"27/11/2025","Kamis","RAKSASA BAKAR","117","40"
"27/11/2025","Kamis","RAKSASA RAWIT","57","18"
"27/11/2025","Kamis","RAKSASA PINK","81","52"
"27/11/2025","Kamis","RAKSASA FREE MAN","31","0"
"27/11/2025","Kamis","RAKSASA YELLOW","114","66"
"27/11/2025","Kamis","SUPER JUMBO ORI","35","19"
"27/11/2025","Kamis","SUPER JUMBO BAKAR","76","30"
"27/11/2025","Kamis","SUPER JUMBO RAWIT","48","23"
"27/11/2025","Kamis","SUPER JUMBO PINK","109","43"
"27/11/2025","Kamis","SUPER JUMBO FREE MAN","42","14"
"27/11/2025","Kamis","SUPER JUMBO YELLOW","80","30"
"27/11/2025","Kamis","GHOSTING","102","59"
"27/11/2025","Kamis","GHOSTING FIRE SMALL","103","25"
"27/11/2025","Kamis","GHOSTING FIRE BIG","88","33"
"27/11/2025","Kamis","GHOSTING GREEN","78","48"
"27/11/2025","Kamis","MOZARELLA","43","5"
"27/11/2025","Kamis","JAHAT ORI","62","26"
"27/11/2025","Kamis","JAHAT BAKAR","42","18"
"27/11/2025","Kamis","SMALL SADIS","38","22"
"27/11/2025","Kamis","MEDIUM SADIS","43","12"
"27/11/2025","Kamis","JUMBO SADIS","59","19"
"27/11/2025","Kamis","SUPER JUMBO SADIS","74","32"
"27/11/2025","Kamis","RAKSASA SADIS","72","36"
"27/11/2025","Kamis","MEGA SADIS","100","43"
